Epoch, Total Squared Error
267,0.287604
268,0.287203
269,0.286806
270,0.286411
271,0.286019
272,0.285629
273,0.285242
274,0.284857
275,0.284474
276,0.284094
277,0.283716
278,0.283341
279,0.282968
280,0.282597
281,0.282229
282,0.281863
283,0.281499
284,0.281138
285,0.280778
286,0.280421
287,0.280066
288,0.279713
289,0.279363
290,0.279014
291,0.278667
292,0.278323
293,0.277981
294,0.277641
295,0.277302
296,0.276966
297,0.276632
298,0.2763
299,0.275969
300,0.275641
301,0.275314
302,0.27499
303,0.274667
304,0.274346
305,0.274027
306,0.27371
307,0.273395
308,0.273082
309,0.27277
310,0.27246
311,0.272152
312,0.271846
313,0.271541
314,0.271238
315,0.270937
316,0.270637
317,0.270339
318,0.270043
319,0.269749
320,0.269456
321,0.269164
322,0.268875
323,0.268587
324,0.2683
325,0.268015
326,0.267732
327,0.26745
328,0.26717
329,0.266891
330,0.266614
331,0.266338
332,0.266063
333,0.265791
334,0.265519
335,0.265249
336,0.264981
337,0.264714
338,0.264448
339,0.264184
340,0.263921
341,0.263659
342,0.263399
343,0.26314
344,0.262883
345,0.262627
346,0.262372
347,0.262119
348,0.261867
349,0.261616
350,0.261366
351,0.261118
352,0.260871
353,0.260625
354,0.26038
355,0.260137
356,0.259895
357,0.259654
358,0.259415
359,0.259176
360,0.258939
361,0.258703
362,0.258468
363,0.258234
364,0.258002
365,0.25777
366,0.25754
367,0.257311
368,0.257083
369,0.256856
370,0.25663
371,0.256406
372,0.256182
373,0.25596
374,0.255738
375,0.255518
376,0.255298
377,0.25508
378,0.254863
379,0.254647
380,0.254432
381,0.254217
382,0.254004
383,0.253792
384,0.253581
385,0.253371
386,0.253162
387,0.252954
388,0.252746
389,0.25254
390,0.252335
391,0.252131
392,0.251927
393,0.251725
394,0.251523
395,0.251323
396,0.251123
397,0.250925
398,0.250727
399,0.25053
400,0.250334
401,0.250139
402,0.249944
403,0.249751
404,0.249559
405,0.249367
406,0.249176
407,0.248986
408,0.248797
409,0.248609
410,0.248421
411,0.248235
412,0.248049
413,0.247864
414,0.24768
415,0.247497
416,0.247314
417,0.247133
418,0.246952
419,0.246772
420,0.246592
421,0.246414
422,0.246236
423,0.246059
424,0.245883
425,0.245707
426,0.245533
427,0.245359
428,0.245185
429,0.245013
430,0.244841
431,0.24467
432,0.2445
433,0.24433
434,0.244161
435,0.243993
436,0.243826
437,0.243659
438,0.243493
439,0.243327
440,0.243163
441,0.242999
442,0.242835
443,0.242673
444,0.242511
445,0.24235
446,0.242189
447,0.242029
448,0.24187
449,0.241711
450,0.241553
451,0.241396
452,0.241239
453,0.241083
454,0.240927
455,0.240772
456,0.240618
457,0.240465
458,0.240312
459,0.240159
460,0.240008
461,0.239856
462,0.239706
463,0.239556
464,0.239407
465,0.239258
466,0.23911
467,0.238962
468,0.238815
469,0.238669
470,0.238523
471,0.238377
472,0.238233
473,0.238089
474,0.237945
475,0.237802
476,0.23766
477,0.237518
478,0.237376
479,0.237235
480,0.237095
481,0.236955
482,0.236816
483,0.236677
484,0.236539
485,0.236402
486,0.236265
487,0.236128
488,0.235992
489,0.235856
490,0.235721
491,0.235587
492,0.235453
493,0.235319
494,0.235186
495,0.235054
496,0.234922
497,0.23479
498,0.234659
499,0.234529
500,0.234399
501,0.234269
502,0.23414
503,0.234011
504,0.233883
505,0.233755
506,0.233628
507,0.233501
508,0.233375
509,0.233249
510,0.233124
511,0.232999
512,0.232874
513,0.23275
514,0.232627
515,0.232504
516,0.232381
517,0.232259
518,0.232137
519,0.232016
520,0.231895
521,0.231774
522,0.231654
523,0.231534
524,0.231415
525,0.231296
526,0.231178
527,0.23106
528,0.230943
529,0.230825
530,0.230709
531,0.230592
532,0.230476
533,0.230361
534,0.230246
535,0.230131
536,0.230017
537,0.229903
538,0.229789
539,0.229676
540,0.229564
541,0.229451
542,0.229339
543,0.229228
544,0.229117
545,0.229006
546,0.228895
547,0.228785
548,0.228676
549,0.228566
550,0.228457
551,0.228349
552,0.228241
553,0.228133
554,0.228025
555,0.227918
556,0.227811
557,0.227705
558,0.227599
559,0.227493
560,0.227388
561,0.227283
562,0.227178
563,0.227074
564,0.22697
565,0.226867
566,0.226763
567,0.22666
568,0.226558
569,0.226456
570,0.226354
571,0.226252
572,0.226151
573,0.22605
574,0.22595
575,0.225849
576,0.225749
577,0.22565
578,0.22555
579,0.225452
580,0.225353
581,0.225255
582,0.225157
583,0.225059
584,0.224962
585,0.224865
586,0.224768
587,0.224671
588,0.224575
589,0.224479
590,0.224384
591,0.224289
592,0.224194
593,0.224099
594,0.224005
595,0.223911
596,0.223817
597,0.223724
598,0.223631
599,0.223538
600,0.223445
601,0.223353
602,0.223261
603,0.223169
604,0.223078
605,0.222987
606,0.222896
607,0.222805
608,0.222715
609,0.222625
610,0.222535
611,0.222446
612,0.222357
613,0.222268
614,0.222179
615,0.222091
616,0.222003
617,0.221915
618,0.221827
619,0.22174
620,0.221653
621,0.221566
622,0.22148
623,0.221394
624,0.221308
625,0.221222
626,0.221137
627,0.221051
628,0.220966
629,0.220882
630,0.220797
631,0.220713
632,0.220629
633,0.220546
634,0.220462
635,0.220379
636,0.220296
637,0.220213
638,0.220131
639,0.220049
640,0.219967
641,0.219885
642,0.219804
643,0.219722
644,0.219641
645,0.219561
646,0.21948
647,0.2194
648,0.21932
649,0.21924
650,0.21916
651,0.219081
652,0.219002
653,0.218923
654,0.218844
655,0.218766
656,0.218688
657,0.21861
658,0.218532
659,0.218454
660,0.218377
661,0.2183
662,0.218223
663,0.218146
664,0.21807
665,0.217994
666,0.217917
667,0.217842
668,0.217766
669,0.217691
670,0.217616
671,0.217541
672,0.217466
673,0.217391
674,0.217317
675,0.217243
676,0.217169
677,0.217095
678,0.217022
679,0.216949
680,0.216875
681,0.216803
682,0.21673
683,0.216657
684,0.216585
685,0.216513
686,0.216441
687,0.21637
688,0.216298
689,0.216227
690,0.216156
691,0.216085
692,0.216014
693,0.215944
694,0.215873
695,0.215803
696,0.215733
697,0.215663
698,0.215594
699,0.215525
700,0.215455
701,0.215386
702,0.215318
703,0.215249
704,0.215181
705,0.215112
706,0.215044
707,0.214976
708,0.214909
709,0.214841
710,0.214774
711,0.214707
712,0.21464
713,0.214573
714,0.214506
715,0.21444
716,0.214374
717,0.214307
718,0.214242
719,0.214176
720,0.21411
721,0.214045
722,0.21398
723,0.213915
724,0.21385
725,0.213785
726,0.21372
727,0.213656
728,0.213592
729,0.213528
730,0.213464
731,0.2134
732,0.213337
733,0.213273
734,0.21321
735,0.213147
736,0.213084
737,0.213021
738,0.212959
739,0.212896
740,0.212834
741,0.212772
742,0.21271
743,0.212648
744,0.212587
745,0.212525
746,0.212464
747,0.212403
748,0.212342
749,0.212281
750,0.212221
751,0.21216
752,0.2121
753,0.212039
754,0.211979
755,0.21192
756,0.21186
757,0.2118
758,0.211741
759,0.211681
760,0.211622
761,0.211563
762,0.211504
763,0.211446
764,0.211387
765,0.211329
766,0.21127
767,0.211212
768,0.211154
769,0.211096
770,0.211039
771,0.210981
772,0.210924
773,0.210867
774,0.210809
775,0.210752
776,0.210696
777,0.210639
778,0.210582
779,0.210526
780,0.21047
781,0.210413
782,0.210357
783,0.210302
784,0.210246
785,0.21019
786,0.210135
787,0.210079
788,0.210024
789,0.209969
790,0.209914
791,0.209859
792,0.209805
793,0.20975
794,0.209696
795,0.209641
796,0.209587
797,0.209533
798,0.209479
799,0.209426
800,0.209372
801,0.209319
802,0.209265
803,0.209212
804,0.209159
805,0.209106
806,0.209053
807,0.209
808,0.208948
809,0.208895
810,0.208843
811,0.20879
812,0.208738
813,0.208686
814,0.208634
815,0.208583
816,0.208531
817,0.20848
818,0.208428
819,0.208377
820,0.208326
821,0.208275
822,0.208224
823,0.208173
824,0.208122
825,0.208072
826,0.208021
827,0.207971
828,0.207921
829,0.207871
830,0.207821
831,0.207771
832,0.207721
833,0.207671
834,0.207622
835,0.207572
836,0.207523
837,0.207474
838,0.207425
839,0.207376
840,0.207327
841,0.207278
842,0.20723
843,0.207181
844,0.207133
845,0.207085
846,0.207036
847,0.206988
848,0.20694
849,0.206892
850,0.206845
851,0.206797
852,0.20675
853,0.206702
854,0.206655
855,0.206608
856,0.206561
857,0.206514
858,0.206467
859,0.20642
860,0.206373
861,0.206327
862,0.20628
863,0.206234
864,0.206187
865,0.206141
866,0.206095
867,0.206049
868,0.206003
869,0.205958
870,0.205912
871,0.205866
872,0.205821
873,0.205776
874,0.20573
875,0.205685
876,0.20564
877,0.205595
878,0.20555
879,0.205506
880,0.205461
881,0.205416
882,0.205372
883,0.205327
884,0.205283
885,0.205239
886,0.205195
887,0.205151
888,0.205107
889,0.205063
890,0.205019
891,0.204976
892,0.204932
893,0.204889
894,0.204846
895,0.204802
896,0.204759
897,0.204716
898,0.204673
899,0.20463
900,0.204588
901,0.204545
902,0.204502
903,0.20446
904,0.204417
905,0.204375
906,0.204333
907,0.204291
908,0.204249
909,0.204207
910,0.204165
911,0.204123
912,0.204081
913,0.20404
914,0.203998
915,0.203957
916,0.203915
917,0.203874
918,0.203833
919,0.203792
920,0.203751
921,0.20371
922,0.203669
923,0.203628
924,0.203588
925,0.203547
926,0.203507
927,0.203466
928,0.203426
929,0.203386
930,0.203346
931,0.203306
932,0.203266
933,0.203226
934,0.203186
935,0.203146
936,0.203106
937,0.203067
938,0.203027
939,0.202988
940,0.202949
941,0.202909
942,0.20287
943,0.202831
944,0.202792
945,0.202753
946,0.202714
947,0.202676
948,0.202637
949,0.202598
950,0.20256
951,0.202521
952,0.202483
953,0.202445
954,0.202406
955,0.202368
956,0.20233
957,0.202292
958,0.202254
959,0.202216
960,0.202179
961,0.202141
962,0.202103
963,0.202066
964,0.202028
965,0.201991
966,0.201954
967,0.201916
968,0.201879
969,0.201842
970,0.201805
971,0.201768
972,0.201731
973,0.201695
974,0.201658
975,0.201621
976,0.201585
977,0.201548
978,0.201512
979,0.201475
980,0.201439
981,0.201403
982,0.201367
983,0.201331
984,0.201295
985,0.201259
986,0.201223
987,0.201187
988,0.201151
989,0.201116
990,0.20108
991,0.201045
992,0.201009
993,0.200974
994,0.200938
995,0.200903
996,0.200868
997,0.200833
998,0.200798
999,0.200763
1000,0.200728
1001,0.200693
1002,0.200658
1003,0.200624
1004,0.200589
1005,0.200555
1006,0.20052
1007,0.200486
1008,0.200451
1009,0.200417
1010,0.200383
1011,0.200349
1012,0.200315
1013,0.200281
1014,0.200247
1015,0.200213
1016,0.200179
1017,0.200145
1018,0.200111
1019,0.200078
1020,0.200044
1021,0.200011
1022,0.199977
1023,0.199944
1024,0.19991
1025,0.199877
1026,0.199844
1027,0.199811
1028,0.199778
1029,0.199745
1030,0.199712
1031,0.199679
1032,0.199646
1033,0.199613
1034,0.199581
1035,0.199548
1036,0.199515
1037,0.199483
1038,0.19945
1039,0.199418
1040,0.199386
1041,0.199353
1042,0.199321
1043,0.199289
1044,0.199257
1045,0.199225
1046,0.199193
1047,0.199161
1048,0.199129
1049,0.199097
1050,0.199066
1051,0.199034
1052,0.199002
1053,0.198971
1054,0.198939
1055,0.198908
1056,0.198876
1057,0.198845
1058,0.198814
1059,0.198783
1060,0.198752
1061,0.19872
1062,0.198689
1063,0.198658
1064,0.198627
1065,0.198597
1066,0.198566
1067,0.198535
1068,0.198504
1069,0.198474
1070,0.198443
1071,0.198413
1072,0.198382
1073,0.198352
1074,0.198321
1075,0.198291
1076,0.198261
1077,0.19823
1078,0.1982
1079,0.19817
1080,0.19814
1081,0.19811
1082,0.19808
1083,0.19805
1084,0.19802
1085,0.197991
1086,0.197961
1087,0.197931
1088,0.197902
1089,0.197872
1090,0.197843
1091,0.197813
1092,0.197784
1093,0.197754
1094,0.197725
1095,0.197696
1096,0.197667
1097,0.197638
1098,0.197608
1099,0.197579
1100,0.19755
1101,0.197521
1102,0.197493
1103,0.197464
1104,0.197435
1105,0.197406
1106,0.197378
1107,0.197349
1108,0.19732
1109,0.197292
1110,0.197263
1111,0.197235
1112,0.197206
1113,0.197178
1114,0.19715
1115,0.197122
1116,0.197093
1117,0.197065
1118,0.197037
1119,0.197009
1120,0.196981
1121,0.196953
1122,0.196925
1123,0.196898
1124,0.19687
1125,0.196842
1126,0.196814
1127,0.196787
1128,0.196759
1129,0.196731
1130,0.196704
1131,0.196677
1132,0.196649
1133,0.196622
1134,0.196594
1135,0.196567
1136,0.19654
1137,0.196513
1138,0.196486
1139,0.196459
1140,0.196431
1141,0.196404
1142,0.196378
1143,0.196351
1144,0.196324
1145,0.196297
1146,0.19627
1147,0.196244
1148,0.196217
1149,0.19619
1150,0.196164
1151,0.196137
1152,0.196111
1153,0.196084
1154,0.196058
1155,0.196031
1156,0.196005
1157,0.195979
1158,0.195953
1159,0.195926
1160,0.1959
1161,0.195874
1162,0.195848
1163,0.195822
1164,0.195796
1165,0.19577
1166,0.195744
1167,0.195719
1168,0.195693
1169,0.195667
1170,0.195641
1171,0.195616
1172,0.19559
1173,0.195565
1174,0.195539
1175,0.195513
1176,0.195488
1177,0.195463
1178,0.195437
1179,0.195412
1180,0.195387
1181,0.195361
1182,0.195336
1183,0.195311
1184,0.195286
1185,0.195261
1186,0.195236
1187,0.195211
1188,0.195186
1189,0.195161
1190,0.195136
1191,0.195111
1192,0.195087
1193,0.195062
1194,0.195037
1195,0.195013
1196,0.194988
1197,0.194963
1198,0.194939
1199,0.194914
1200,0.19489
1201,0.194865
1202,0.194841
1203,0.194817
1204,0.194792
1205,0.194768
1206,0.194744
1207,0.19472
1208,0.194696
1209,0.194672
1210,0.194647
1211,0.194623
1212,0.194599
1213,0.194576
1214,0.194552
1215,0.194528
1216,0.194504
1217,0.19448
1218,0.194456
1219,0.194433
1220,0.194409
1221,0.194385
1222,0.194362
1223,0.194338
1224,0.194315
1225,0.194291
1226,0.194268
1227,0.194244
1228,0.194221
1229,0.194198
1230,0.194174
1231,0.194151
1232,0.194128
1233,0.194105
1234,0.194081
1235,0.194058
1236,0.194035
1237,0.194012
1238,0.193989
1239,0.193966
1240,0.193943
1241,0.19392
1242,0.193898
1243,0.193875
1244,0.193852
1245,0.193829
1246,0.193806
1247,0.193784
1248,0.193761
1249,0.193739
1250,0.193716
1251,0.193693
1252,0.193671
1253,0.193648
1254,0.193626
1255,0.193604
1256,0.193581
1257,0.193559
1258,0.193537
1259,0.193514
1260,0.193492
1261,0.19347
1262,0.193448
1263,0.193426
1264,0.193404
1265,0.193382
1266,0.19336
1267,0.193338
1268,0.193316
1269,0.193294
1270,0.193272
1271,0.19325
1272,0.193228
1273,0.193206
1274,0.193185
1275,0.193163
1276,0.193141
1277,0.19312
1278,0.193098
1279,0.193076
1280,0.193055
1281,0.193033
1282,0.193012
1283,0.19299
1284,0.192969
1285,0.192948
1286,0.192926
1287,0.192905
1288,0.192884
1289,0.192862
1290,0.192841
1291,0.19282
1292,0.192799
1293,0.192778
1294,0.192757
1295,0.192736
1296,0.192715
1297,0.192694
1298,0.192673
1299,0.192652
1300,0.192631
1301,0.19261
1302,0.192589
1303,0.192568
1304,0.192547
1305,0.192527
1306,0.192506
1307,0.192485
1308,0.192465
1309,0.192444
1310,0.192423
1311,0.192403
1312,0.192382
1313,0.192362
1314,0.192341
1315,0.192321
1316,0.192301
1317,0.19228
1318,0.19226
1319,0.19224
1320,0.192219
1321,0.192199
1322,0.192179
1323,0.192159
1324,0.192138
1325,0.192118
1326,0.192098
1327,0.192078
1328,0.192058
1329,0.192038
1330,0.192018
1331,0.191998
1332,0.191978
1333,0.191958
1334,0.191939
1335,0.191919
1336,0.191899
1337,0.191879
1338,0.191859
1339,0.19184
1340,0.19182
1341,0.1918
1342,0.191781
1343,0.191761
1344,0.191741
1345,0.191722
1346,0.191702
1347,0.191683
1348,0.191663
1349,0.191644
1350,0.191625
1351,0.191605
1352,0.191586
1353,0.191567
1354,0.191547
1355,0.191528
1356,0.191509
1357,0.19149
1358,0.19147
1359,0.191451
1360,0.191432
1361,0.191413
1362,0.191394
1363,0.191375
1364,0.191356
1365,0.191337
1366,0.191318
1367,0.191299
1368,0.19128
1369,0.191261
1370,0.191242
1371,0.191224
1372,0.191205
1373,0.191186
1374,0.191167
1375,0.191149
1376,0.19113
1377,0.191111
1378,0.191093
1379,0.191074
1380,0.191056
1381,0.191037
1382,0.191018
1383,0.191
1384,0.190981
1385,0.190963
1386,0.190945
1387,0.190926
1388,0.190908
1389,0.190889
1390,0.190871
1391,0.190853
1392,0.190835
1393,0.190816
1394,0.190798
1395,0.19078
1396,0.190762
1397,0.190744
1398,0.190726
1399,0.190707
1400,0.190689
1401,0.190671
1402,0.190653
1403,0.190635
1404,0.190617
1405,0.1906
1406,0.190582
1407,0.190564
1408,0.190546
1409,0.190528
1410,0.19051
1411,0.190492
1412,0.190475
1413,0.190457
1414,0.190439
1415,0.190422
1416,0.190404
1417,0.190386
1418,0.190369
1419,0.190351
1420,0.190334
1421,0.190316
1422,0.190299
1423,0.190281
1424,0.190264
1425,0.190246
1426,0.190229
1427,0.190211
1428,0.190194
1429,0.190177
1430,0.190159
1431,0.190142
1432,0.190125
1433,0.190108
1434,0.19009
1435,0.190073
1436,0.190056
1437,0.190039
1438,0.190022
1439,0.190005
1440,0.189987
1441,0.18997
1442,0.189953
1443,0.189936
1444,0.189919
1445,0.189902
1446,0.189885
1447,0.189869
1448,0.189852
1449,0.189835
1450,0.189818
1451,0.189801
1452,0.189784
1453,0.189768
1454,0.189751
1455,0.189734
1456,0.189717
1457,0.189701
1458,0.189684
1459,0.189667
1460,0.189651
1461,0.189634
1462,0.189618
1463,0.189601
1464,0.189584
1465,0.189568
1466,0.189552
1467,0.189535
1468,0.189519
1469,0.189502
1470,0.189486
1471,0.189469
1472,0.189453
1473,0.189437
1474,0.18942
1475,0.189404
1476,0.189388
1477,0.189372
1478,0.189355
1479,0.189339
1480,0.189323
1481,0.189307
1482,0.189291
1483,0.189275
1484,0.189259
1485,0.189242
1486,0.189226
1487,0.18921
1488,0.189194
1489,0.189178
1490,0.189162
1491,0.189147
1492,0.189131
1493,0.189115
1494,0.189099
1495,0.189083
1496,0.189067
1497,0.189051
1498,0.189036
1499,0.18902
1500,0.189004
1501,0.188988
1502,0.188973
1503,0.188957
1504,0.188941
1505,0.188926
1506,0.18891
1507,0.188894
1508,0.188879
1509,0.188863
1510,0.188848
1511,0.188832
1512,0.188817
1513,0.188801
1514,0.188786
1515,0.18877
1516,0.188755
1517,0.188739
1518,0.188724
1519,0.188709
1520,0.188693
1521,0.188678
1522,0.188663
1523,0.188647
1524,0.188632
1525,0.188617
1526,0.188602
1527,0.188586
1528,0.188571
1529,0.188556
1530,0.188541
1531,0.188526
1532,0.188511
1533,0.188496
1534,0.188481
1535,0.188465
1536,0.18845
1537,0.188435
1538,0.18842
1539,0.188405
1540,0.188391
1541,0.188376
1542,0.188361
1543,0.188346
1544,0.188331
1545,0.188316
1546,0.188301
1547,0.188286
1548,0.188272
1549,0.188257
1550,0.188242
1551,0.188227
1552,0.188213
1553,0.188198
1554,0.188183
1555,0.188169
1556,0.188154
1557,0.188139
1558,0.188125
1559,0.18811
1560,0.188096
1561,0.188081
1562,0.188066
1563,0.188052
1564,0.188037
1565,0.188023
1566,0.188008
1567,0.187994
1568,0.18798
1569,0.187965
1570,0.187951
1571,0.187936
1572,0.187922
1573,0.187908
1574,0.187893
1575,0.187879
1576,0.187865
1577,0.187851
1578,0.187836
1579,0.187822
1580,0.187808
1581,0.187794
1582,0.18778
1583,0.187765
1584,0.187751
1585,0.187737
1586,0.187723
1587,0.187709
1588,0.187695
1589,0.187681
1590,0.187667
1591,0.187653
1592,0.187639
1593,0.187625
1594,0.187611
1595,0.187597
1596,0.187583
1597,0.187569
1598,0.187555
1599,0.187541
1600,0.187528
1601,0.187514
1602,0.1875
1603,0.187486
1604,0.187472
1605,0.187458
1606,0.187445
1607,0.187431
1608,0.187417
1609,0.187404
1610,0.18739
1611,0.187376
1612,0.187363
1613,0.187349
1614,0.187335
1615,0.187322
1616,0.187308
1617,0.187295
1618,0.187281
1619,0.187267
1620,0.187254
1621,0.18724
1622,0.187227
1623,0.187214
1624,0.1872
1625,0.187187
1626,0.187173
1627,0.18716
1628,0.187146
1629,0.187133
1630,0.18712
1631,0.187106
1632,0.187093
1633,0.18708
1634,0.187066
1635,0.187053
1636,0.18704
1637,0.187027
1638,0.187013
1639,0.187
1640,0.186987
1641,0.186974
1642,0.186961
1643,0.186948
1644,0.186934
1645,0.186921
1646,0.186908
1647,0.186895
1648,0.186882
1649,0.186869
1650,0.186856
1651,0.186843
1652,0.18683
1653,0.186817
1654,0.186804
1655,0.186791
1656,0.186778
1657,0.186765
1658,0.186752
1659,0.186739
1660,0.186727
1661,0.186714
1662,0.186701
1663,0.186688
1664,0.186675
1665,0.186662
1666,0.18665
1667,0.186637
1668,0.186624
1669,0.186611
1670,0.186599
1671,0.186586
1672,0.186573
1673,0.186561
1674,0.186548
1675,0.186535
1676,0.186523
1677,0.18651
1678,0.186497
1679,0.186485
1680,0.186472
1681,0.18646
1682,0.186447
1683,0.186435
1684,0.186422
1685,0.18641
1686,0.186397
1687,0.186385
1688,0.186372
1689,0.18636
1690,0.186347
1691,0.186335
1692,0.186323
1693,0.18631
1694,0.186298
1695,0.186285
1696,0.186273
1697,0.186261
1698,0.186248
1699,0.186236
1700,0.186224
1701,0.186212
1702,0.186199
1703,0.186187
1704,0.186175
1705,0.186163
1706,0.186151
1707,0.186138
1708,0.186126
1709,0.186114
1710,0.186102
1711,0.18609
1712,0.186078
1713,0.186066
1714,0.186053
1715,0.186041
1716,0.186029
1717,0.186017
1718,0.186005
1719,0.185993
1720,0.185981
1721,0.185969
1722,0.185957
1723,0.185945
1724,0.185933
1725,0.185922
1726,0.18591
1727,0.185898
1728,0.185886
1729,0.185874
1730,0.185862
1731,0.18585
1732,0.185838
1733,0.185827
1734,0.185815
1735,0.185803
1736,0.185791
1737,0.18578
1738,0.185768
1739,0.185756
1740,0.185744
1741,0.185733
1742,0.185721
1743,0.185709
1744,0.185698
1745,0.185686
1746,0.185674
1747,0.185663
1748,0.185651
1749,0.185639
1750,0.185628
1751,0.185616
1752,0.185605
1753,0.185593
1754,0.185582
1755,0.18557
1756,0.185559
1757,0.185547
1758,0.185536
1759,0.185524
1760,0.185513
1761,0.185501
1762,0.18549
1763,0.185478
1764,0.185467
1765,0.185456
1766,0.185444
1767,0.185433
1768,0.185421
1769,0.18541
1770,0.185399
1771,0.185388
1772,0.185376
1773,0.185365
1774,0.185354
1775,0.185342
1776,0.185331
1777,0.18532
1778,0.185309
1779,0.185297
1780,0.185286
1781,0.185275
1782,0.185264
1783,0.185253
1784,0.185242
1785,0.18523
1786,0.185219
1787,0.185208
1788,0.185197
1789,0.185186
1790,0.185175
1791,0.185164
1792,0.185153
1793,0.185142
1794,0.185131
1795,0.18512
1796,0.185109
1797,0.185098
1798,0.185087
1799,0.185076
1800,0.185065
1801,0.185054
1802,0.185043
1803,0.185032
1804,0.185021
1805,0.18501
1806,0.184999
1807,0.184989
1808,0.184978
1809,0.184967
1810,0.184956
1811,0.184945
1812,0.184934
1813,0.184924
1814,0.184913
1815,0.184902
1816,0.184891
1817,0.184881
1818,0.18487
1819,0.184859
1820,0.184848
1821,0.184838
1822,0.184827
1823,0.184816
1824,0.184806
1825,0.184795
1826,0.184784
1827,0.184774
1828,0.184763
1829,0.184752
1830,0.184742
1831,0.184731
1832,0.184721
1833,0.18471
1834,0.1847
1835,0.184689
1836,0.184679
1837,0.184668
1838,0.184658
1839,0.184647
1840,0.184637
1841,0.184626
1842,0.184616
1843,0.184605
1844,0.184595
1845,0.184584
1846,0.184574
1847,0.184563
1848,0.184553
1849,0.184543
1850,0.184532
1851,0.184522
1852,0.184512
1853,0.184501
1854,0.184491
1855,0.184481
1856,0.18447
1857,0.18446
1858,0.18445
1859,0.18444
1860,0.184429
1861,0.184419
1862,0.184409
1863,0.184399
1864,0.184388
1865,0.184378
1866,0.184368
1867,0.184358
1868,0.184348
1869,0.184338
1870,0.184327
1871,0.184317
